question_id,answer_length,has_structure,top_doc_similarity,bertscore_f1
,311,True,0.574485634923815,0.6665553450584412
,417,True,0.5936724996061644,0.7680819630622864
,328,True,0.5212561718051332,0.6827360391616821
,311,True,0.52963287888227,0.6910904049873352
,292,True,0.560290238829545,0.6705545783042908
,346,True,0.624963716750208,0.7117266654968262
,253,True,0.5162975026382244,0.6870591044425964
,227,True,0.4872913230420272,0.6481006741523743
,402,True,0.4527488492196531,0.6531804203987122
,255,True,0.4656997495696586,0.6680595874786377
,275,True,0.5920353064031287,0.6610555052757263
,282,True,0.576691454901994,0.697227954864502
,177,True,0.5019622879139435,0.650752604007721
,234,True,0.5979006701019149,0.7231535315513611
,97,True,0.4477666360572664,0.6745913028717041
,437,True,0.5326724876992882,0.751876175403595
,92,True,0.4571159458239434,0.6321465373039246
,133,True,0.5607963277007296,0.6733385324478149
,191,True,0.5055810920461876,0.6487017273902893
,230,True,0.4826005488498405,0.682240903377533
,422,True,0.5139383725650873,0.6750932335853577
,296,True,0.6183167556012912,0.6981819868087769
,201,True,0.4888939836488085,0.757724404335022
,208,True,0.5960316604572953,0.7942190170288086
,216,True,0.5454958609406944,0.7016373872756958
,165,True,0.6028504202507438,0.6543315649032593
,259,True,0.5947063363155602,0.6749469637870789
,298,True,0.6178436624296011,0.7584498524665833
,42,False,0.3895597446860481,0.6131694316864014
,311,True,0.538488918637277,0.6981109380722046
,345,True,0.5397998649828646,0.6722914576530457
,251,True,0.5492280519963465,0.7158598303794861
,303,True,0.4956315630953805,0.7034541368484497
,234,True,0.5150535923877025,0.6514314413070679
,347,True,0.5152621877688226,0.7259143590927124
,251,True,0.5371060449383778,0.6853842735290527
,434,True,0.5444356054091428,0.7138473987579346
,194,True,0.5824009698127011,0.7021031975746155
,293,True,0.4372259768558915,0.7019504308700562
,236,True,0.5633959820440053,0.6778630614280701
,305,True,0.4704465331481054,0.7037194967269897
,45,False,0.4932246454941101,0.6451517939567566
,190,True,0.6386984527786851,0.7136397957801819
,300,True,0.5359089918299651,0.6658068895339966
,286,True,0.5830033449037184,0.7126374244689941
,125,True,0.6157066087256735,0.6348351836204529
,154,True,0.5024087413850434,0.6511633992195129
,172,True,0.4182205206062265,0.8134679198265076
,272,True,0.6178750935062983,0.7084907293319702
,188,True,0.4766405985224687,0.7030250430107117
,242,True,0.4534764644840738,0.7478298544883728
,192,True,0.5572953429640384,0.6642181277275085
,222,True,0.5984383948944654,0.7014620304107666
,272,True,0.4689722855613261,0.6802636384963989
,200,True,0.6063948082214758,0.7156738638877869
,327,True,0.6047316495251824,0.6774473190307617
,197,True,0.5551580159263958,0.6566327214241028
,356,True,0.5460814037822277,0.7048736214637756
,353,True,0.5439272344626764,0.7013149857521057
,198,True,0.4408465665905932,0.6861574053764343
,279,True,0.5606522006700481,0.6782301068305969
,208,True,0.4798814233360965,0.6775580048561096
,394,True,0.529590864339685,0.7038309574127197
,307,True,0.5924684761716422,0.6457650065422058
,297,True,0.5487101162239147,0.6874934434890747
,272,True,0.5434144565218323,0.7127555012702942
,310,True,0.5537744729499443,0.7039791941642761
,139,True,0.5193534719461763,0.614546537399292
,400,True,0.5509279253220267,0.6782153844833374
,222,True,0.5887281475638626,0.6982265114784241
,319,True,0.614450872495943,0.688511848449707
,91,True,0.3594425752131567,0.6448376774787903
,379,True,0.5649604822793817,0.7843437790870667
,172,True,0.4822377549054354,0.6944589018821716
,482,True,0.7088075334927337,0.7227181792259216
,239,True,0.5415611025775846,0.6942937970161438
,257,True,0.5597842228001945,0.6435148119926453
,292,True,0.4249085500955557,0.7013137340545654
,120,True,0.4982510743486694,0.6337663531303406
,330,True,0.4727150390539193,0.6867440938949585
,274,True,0.5670194391581651,0.6998546123504639
,303,True,0.5001792362740062,0.6755309700965881
,256,True,0.5402779211499492,0.7821655869483948
,426,True,0.5672715494546205,0.7049586772918701
,318,True,0.5318480298224328,0.7134706377983093
,224,True,0.6071045742039467,0.6809632778167725
,318,True,0.5935832021792677,0.6630900502204895
,233,True,0.5642603677624204,0.6934947371482849
,113,True,0.5235256108286213,0.6356106400489807
,286,True,0.5001903174979556,0.6837737560272217
,46,True,0.5058923017848581,0.6330497860908508
,262,True,0.5615294715125335,0.6749271154403687
,217,True,0.4784129099842062,0.6884190440177917
,264,True,0.5842987281211387,0.6699773669242859
,242,True,0.5043818450670563,0.6545867919921875
,32,False,0.4721598547234324,0.6119603514671326
,199,True,0.5160826754759331,0.6389827728271484
,371,True,0.522970065313225,0.6420936584472656
,307,True,0.5675389949912354,0.6533399820327759
,54,True,0.5134408949406913,0.6416202187538147
,314,True,0.5008585356603384,0.6777346134185791
,288,True,0.6165472642840869,0.6601404547691345
,205,True,0.5047504646329506,0.6689313054084778
,198,True,0.5737772730175893,0.765502393245697
,324,True,0.5065359098225299,0.7454582452774048
,451,True,0.6327606926093523,0.647377610206604
,347,True,0.5717788640729509,0.6896155476570129
,345,True,0.5869247214834283,0.7309048771858215
,318,True,0.5513087578057136,0.8436226844787598
,250,True,0.4954035107142287,0.6830747723579407
,325,True,0.3494314355842224,0.692234456539154
,22,False,0.5161002210009094,0.6168832778930664
,262,True,0.5351894778085584,0.675743818283081
,264,True,0.5505138107024327,0.6678350567817688
,225,True,0.5952030169718087,0.675475537776947
,349,True,0.605053765728542,0.7058997750282288
,127,False,0.5361780300628257,0.669376790523529
,306,True,0.5841846217186455,0.7137799263000488
,248,True,0.623817425302913,0.6645562052726746
,98,True,0.5714053050266041,0.6270151734352112
,193,True,0.4702531953355814,0.7106897234916687
,129,True,0.5482205033312268,0.7079946994781494
,332,True,0.5515922263178158,0.6712135076522827
,125,True,0.5670253374761175,0.6351330280303955
,256,True,0.4357806447990486,0.7012580633163452
,317,True,0.5521641587276152,0.6463691592216492
,161,True,0.569141184986897,0.6362288594245911
,174,True,0.6253269222631634,0.623963475227356
,268,True,0.611017558053669,0.6850367784500122
,268,True,0.577688407421054,0.65451580286026
,292,True,0.5510823899249762,0.7052395939826965
,143,True,0.4308906418488403,0.638684868812561
,340,True,0.4115656596274417,0.6917596459388733
,227,True,0.5273643614296486,0.6886699795722961
,345,True,0.519151715205737,0.6988409757614136
,367,True,0.5677589627151252,0.6734695434570312
,101,True,0.4966796054694632,0.6682207584381104
,238,True,0.6245756588205666,0.6938135623931885
,228,True,0.515440019461513,0.7138509750366211
,200,True,0.5197685277796413,0.6822227835655212
,346,True,0.5234821087180164,0.6753112077713013
,162,True,0.5305455427872909,0.6030054688453674
,230,True,0.5482529410782648,0.6145915985107422
,260,True,0.5765152300733017,0.7041013836860657
,443,True,0.5811621716675341,0.6884352564811707
,199,True,0.628765864848997,0.7168555855751038
,307,True,0.5541729231447226,0.737871527671814
,389,True,0.3859494682769808,0.6593344807624817
,255,True,0.5583579445806113,0.6946160197257996
,135,True,0.4739691492176643,0.6402869820594788
,260,True,0.5353160366972829,0.6814989447593689
,390,True,0.6337339046368313,0.7330990433692932
,335,True,0.5336617015897254,0.6934513449668884
,277,True,0.4701208448513029,0.6477334499359131
,214,True,0.5745142398315374,0.6630599498748779
,298,True,0.5244625166748087,0.6774564981460571
,222,True,0.4582035308609933,0.6393985748291016
,238,True,0.4975646696706515,0.6614343523979187
,191,True,0.4676547503817534,0.6916399598121643
,281,True,0.563098268909265,0.6762247681617737
,84,True,0.5549129627364475,0.6965063214302063
,352,True,0.5857504911110203,0.7138840556144714
,427,True,0.5615065689263325,0.6892491579055786
,348,True,0.5457729716755968,0.705348551273346
,414,True,0.4874886708354553,0.6630933284759521
,192,True,0.5950628308031396,0.6779884099960327
,261,True,0.511795485300236,0.6508002877235413
,121,True,0.6083235482091001,0.7149583697319031
,309,True,0.4960200130045297,0.6668696403503418
,220,True,0.5371005279173239,0.7543219327926636
,360,True,0.6567775355405403,0.714629590511322
,134,True,0.4376390448409899,0.648522675037384
,273,True,0.5074703024415468,0.6969790458679199
,107,True,0.5505942986700247,0.6550266146659851
,185,True,0.5328065476742873,0.6771314740180969
,361,True,0.562666452668121,0.6754659414291382
,221,True,0.5196853577804625,0.6901554465293884
,315,True,0.642894612788887,0.6738768815994263
,216,True,0.4518658129019702,0.7190935015678406
,205,True,0.567647912372852,0.6749505400657654
,138,True,0.3751811476262908,0.6342369914054871
,226,True,0.6209029690316797,0.742821216583252
,225,True,0.5909756226229874,0.738112211227417
,183,True,0.5327018207781368,0.6607787013053894
,198,True,0.2793826700951284,0.6808028817176819
,247,True,0.4914722085955219,0.667567789554596
,266,True,0.4127573016485082,0.6684232354164124
,275,True,0.4012838856979082,0.6508390307426453
,315,True,0.5575842524494914,0.6864506006240845
,270,True,0.3639171332546631,0.7792671322822571
,266,True,0.6506677255248949,0.6877434253692627
,49,True,0.4131945019874556,0.6267068982124329
,272,True,0.3270491519276723,0.6470386385917664
,226,True,0.5011357795815742,0.6762650012969971
,423,True,0.534309960817011,0.6953421235084534
,112,True,0.541610232078432,0.6548011898994446
,355,True,0.5609821550391938,0.7219659686088562
,193,True,0.5024160901275376,0.7161851525306702
,271,True,0.6144247544866895,0.7255918979644775
,307,True,0.4714334663452756,0.6661098599433899
,178,True,0.6084557985007721,0.688482403755188
,323,True,0.4467931649571278,0.6506689190864563
,130,True,0.5644899003100134,0.6293407082557678
,178,True,0.620106218785387,0.6986954212188721
,284,True,0.6144390688349495,0.6858043074607849
,81,False,0.4337628617981738,0.6571558713912964
,427,True,0.6726281457190557,0.6878193020820618
,299,True,0.5965381354255401,0.790088951587677
,210,True,0.6394476810638369,0.6877402663230896
,62,False,0.4504458341541429,0.6144158244132996
,380,True,0.5470511485044299,0.6851634979248047
,263,True,0.5136228985581504,0.6973016858100891
,253,True,0.5235495687387404,0.6766999959945679
,190,True,0.4852712778734924,0.7055647969245911
,280,True,0.4660501171942602,0.6992830038070679
,177,True,0.5604017839502509,0.7063567638397217
,285,True,0.6036645146738078,0.7166229486465454
,37,False,0.5297397024642296,0.666850745677948
,178,True,0.5080397603792487,0.6355950236320496
,217,True,0.3598199895903828,0.6660911440849304
,230,True,0.4485346910572674,0.6861375570297241
,296,True,0.5330884865285577,0.7294886112213135
,371,True,0.4975923267519972,0.6930743455886841
,284,True,0.6007699368571549,0.7345157265663147
,293,True,0.5407220976151136,0.6979097723960876
,57,False,0.505615853172585,0.639496922492981
,162,True,0.4254742191335502,0.62387615442276
,336,True,0.5012865484308893,0.7294912934303284
,239,True,0.5995367384752306,0.7126073837280273
,302,True,0.6618138864109937,0.7170296311378479
,307,True,0.4982876448317817,0.6714639067649841
,141,True,0.5424823138928296,0.6276153326034546
,299,True,0.564419851375423,0.6716921925544739
,174,True,0.5631806177063742,0.7107345461845398
,241,True,0.6035147326714487,0.6983959674835205
,334,True,0.5204419179533901,0.6746126413345337
,271,True,0.4227883861112683,0.6954125761985779
,312,True,0.6964926101519845,0.7159405946731567
,170,True,0.521441424415727,0.6555920839309692
,132,True,0.662640082389875,0.6495215892791748
,132,True,0.5632297396081856,0.6214700937271118
,108,True,0.564618381446327,0.6171274781227112
,275,True,0.5332880920564415,0.6745628714561462
,274,True,0.6523416331054217,0.7016809582710266
,294,True,0.6741444560360221,0.6532335877418518
,418,True,0.5706007318120649,0.6789242625236511
,247,True,0.6353248487847983,0.6764525175094604
,242,True,0.4451290243703245,0.6683902144432068
,385,True,0.550298648359338,0.7128579020500183
,236,True,0.4726373822900138,0.6614496111869812
,410,True,0.5510691058376316,0.704318106174469
,314,True,0.6014942672229069,0.7237472534179688
,213,True,0.6106411428286738,0.6844289898872375
,23,False,0.3597823876684161,0.6097238063812256
,261,True,0.5662742516157842,0.6383642554283142
,333,True,0.5910301832539515,0.7186519503593445
,249,True,0.6245122899857256,0.6899880170822144
,146,True,0.6175250223592683,0.7195540070533752
,112,True,0.4934641960016763,0.6409121751785278
,104,False,0.4039464778170917,0.6585501432418823
,168,True,0.5148556302875478,0.7180312275886536
,227,True,0.5576485264270451,0.6908456683158875
,213,True,0.5516635322240014,0.731601893901825
,207,True,0.5149581044079308,0.6662629842758179
,275,True,0.553963340493148,0.6851957440376282
,27,False,0.4972679246143553,0.6246526837348938
,391,True,0.5261012357250698,0.6687484383583069
,246,True,0.5076089487351669,0.6486252546310425
,354,True,0.4762363106233144,0.6454409956932068
,422,True,0.5497799799108012,0.6780906319618225
,457,True,0.5515339061342706,0.6453768610954285
,201,True,0.4727375176040672,0.6905497908592224
,130,True,0.4909665405461002,0.6541480422019958
,230,True,0.4665620077450398,0.7444676160812378
,271,True,0.6531777854930318,0.7477296590805054
,258,True,0.5994503962133139,0.6525478959083557
,297,True,0.6914032699491202,0.6777795553207397
,352,True,0.4657668206129338,0.6916146278381348
,191,True,0.5588590116862366,0.7325597405433655
,154,True,0.6518632251259029,0.6704230904579163
,78,False,0.5226491642142983,0.6518574953079224
,243,True,0.5452384077947521,0.688500702381134
,336,True,0.4409761561550075,0.6759467720985413
,202,True,0.4456702477550194,0.6603724360466003
,252,True,0.4883094019036319,0.6578922271728516
,253,True,0.4733594946253225,0.6753917932510376
,306,True,0.6343383657031723,0.7077189683914185
,299,True,0.6202212653305181,0.7021644711494446
,309,True,0.5747091456488744,0.6952497363090515
,264,True,0.5189385984186163,0.7085884213447571
,419,True,0.6796726174199412,0.6649836897850037
,231,True,0.6205361340255574,0.7160270810127258
,353,True,0.5555606657393962,0.7427682280540466
,127,True,0.5487326474170571,0.6733126640319824
,186,True,0.5621535438421064,0.7006093263626099
,237,True,0.6232086635605953,0.6833285093307495
,269,True,0.571940388059081,0.7043066620826721
,88,True,0.3516700891016414,0.6402247548103333
,212,True,0.610294036798452,0.6955356001853943
,162,True,0.512881784230385,0.6493516564369202
,254,True,0.5539630840601938,0.671998918056488
,300,True,0.5291375341003015,0.7072308659553528
,113,True,0.3946393945580677,0.6470431089401245
,91,True,0.655537253647688,0.6528363227844238
,137,True,0.5548559531474095,0.6397417783737183
,244,True,0.5873067506155412,0.7786208987236023
,262,True,0.5506736035033599,0.68253493309021
,162,True,0.5302537226562649,0.7113702297210693
,276,True,0.6992197595628238,0.7132307291030884
,129,True,0.5982691940256968,0.6756410598754883
,302,True,0.4723696496315542,0.6633328199386597
,318,True,0.6124069972675231,0.6738393306732178
,295,True,0.4736582944196515,0.6683157682418823
,322,True,0.599220366667321,0.6751500964164734
,171,True,0.5008894231453739,0.6041995286941528
,258,True,0.4438303091994835,0.7027621865272522
,379,True,0.6120805546228781,0.7133471369743347
,214,True,0.5393750899728814,0.713158369064331
,414,True,0.4765465062889431,0.6962968111038208
,148,True,0.573835514851377,0.6180127263069153
,157,True,0.5347348602309814,0.6611911058425903
,300,True,0.5834060507946739,0.6949950456619263
,71,False,0.4392567552801273,0.6237795948982239
,120,True,0.627521460390704,0.6618052124977112
,345,True,0.6061531667161013,0.6900488138198853
,382,True,0.5571733761088669,0.6615054607391357
,43,True,0.6019460391172712,0.6626310348510742
,150,True,0.5972151919866417,0.6444774270057678
,216,True,0.6317666952729022,0.6772872805595398
,287,True,0.541974000616604,0.7341229915618896
,115,True,0.6559438943167867,0.6402195692062378
,105,True,0.4958393475244478,0.6647722721099854
,407,True,0.5352229516960587,0.7092975974082947
,294,True,0.4928892231629386,0.6901254653930664
,420,True,0.5294379970730457,0.6628551483154297
,461,True,0.6550494150911592,0.6935189962387085
,340,True,0.6098346966742177,0.7105124592781067
,250,True,0.5734295665607356,0.6654351949691772
,144,True,0.6459106130095487,0.6483026742935181
,249,True,0.476858139684567,0.6845547556877136
,166,True,0.4957397939142189,0.7317107319831848
,349,True,0.6466729472524751,0.7823145389556885
,105,True,0.6134873822125141,0.6639068126678467
,61,True,0.559541224779845,0.7027654051780701
,214,True,0.4813476843624777,0.7267354130744934
,244,True,0.5027467131565986,0.6507440209388733
,185,True,0.6062031886217013,0.6780562400817871
,160,True,0.5674286519045467,0.7821516990661621
,276,True,0.5319163063994928,0.7080958485603333
,161,True,0.5404779717272125,0.6611300706863403
,320,True,0.544076796158456,0.6936777234077454
,240,True,0.5777577526750812,0.6854248642921448
,134,True,0.5166369327591218,0.6603406667709351
,291,True,0.5323041321482198,0.6666303277015686
,169,True,0.5489668819002747,0.6408426761627197
,254,True,0.5244802678891839,0.7016393542289734
,173,True,0.5709090297120593,0.6204836368560791
,352,True,0.6268318846532042,0.6812849044799805
,326,True,0.5746020408536047,0.7440543174743652
,310,True,0.5064763989770518,0.6635902523994446
,232,True,0.5634919474639764,0.6775887608528137
,259,True,0.5424378396736342,0.7021165490150452
,269,True,0.486301736004223,0.6985635757446289
,185,True,0.5343961465168485,0.715987503528595
,293,True,0.6136779859291743,0.7179387211799622
,270,True,0.5544957363186713,0.6875068545341492
,135,True,0.5077284880523081,0.6431463360786438
,270,True,0.6250136541449012,0.6694091558456421
,134,True,0.6234222409785004,0.6082562208175659
,286,True,0.5285054876775153,0.6814351081848145
,270,True,0.6307882594842418,0.7303829193115234
,280,True,0.5839361644288859,0.6945973634719849
,377,True,0.5919120581027411,0.6460002660751343
,50,False,0.5440718989918556,0.6686243414878845
,360,True,0.6020873653414742,0.7019456028938293
,206,True,0.484927047352071,0.6554858088493347
,125,True,0.5628721761532508,0.6432262063026428
,180,True,0.5519577440005072,0.6327809691429138
,140,True,0.5183159480265155,0.6643115878105164
,289,True,0.5559404614730389,0.6832348704338074
,189,True,0.5584637988580854,0.7063543796539307
,281,True,0.5109934251295045,0.727463960647583
,423,True,0.650102886353549,0.7365363240242004
,297,True,0.5284349391401315,0.6961947679519653
,227,True,0.5068411395209943,0.6682244539260864
,196,True,0.5027481742951472,0.6633682250976562
,337,True,0.5436387461371329,0.7203050255775452
,209,False,0.5558274417970012,0.6753697991371155
,244,True,0.4193928584168985,0.6700281500816345
,296,True,0.4605495847862434,0.6642575860023499
,51,False,0.4495002733068661,0.6341001987457275
,425,True,0.6004356455495747,0.7830683588981628
,102,False,0.6297286446851587,0.732746422290802
,373,True,0.5090306007377201,0.6705741882324219
,92,False,0.4594218845919885,0.6580381989479065
,328,True,0.5454957993127658,0.709677517414093
,248,True,0.5961698608035724,0.6316999793052673
,207,True,0.4789471848723443,0.6979577541351318
,403,True,0.4962142438356208,0.6902977824211121
,293,True,0.5317541461602897,0.6905187368392944
,329,True,0.6262706321269151,0.6970570087432861
,205,True,0.6191561602857588,0.8223785758018494
,255,True,0.5752741182635329,0.6503282785415649
,185,True,0.6390194690924931,0.6560989618301392
,305,True,0.6333616513180824,0.6722011566162109
,298,True,0.4871500730786787,0.6946378350257874
,323,True,0.4722743213033283,0.6324239373207092
,218,True,0.5400075217072862,0.659053385257721
,402,True,0.6028730797706606,0.6802456974983215
,115,True,0.4494255258347011,0.6116187572479248
,413,True,0.5580528125536637,0.6507071256637573
,229,True,0.5750301476229445,0.7156995534896851
,297,True,0.5576940299622901,0.7274369597434998
,130,True,0.538442327874856,0.6272614598274231
,153,True,0.4596651217121242,0.6243370175361633
,300,True,0.6088803263594752,0.6790247559547424
,245,True,0.6242352941742297,0.7035683393478394
,216,True,0.5025306452784761,0.6890829205513
,258,True,0.4672804055995982,0.7144791483879089
,163,True,0.5016787221522105,0.6242056488990784
,158,True,0.6138444632177437,0.7084609866142273
,276,True,0.4918765431170215,0.6518152356147766
,225,True,0.5789953221851003,0.6928677558898926
,211,True,0.7131413386928974,0.7122419476509094
,262,True,0.51363328729213,0.6727092862129211
,43,False,0.580285106108388,0.6432062387466431
,257,True,0.6460623326498682,0.6982318162918091
,71,False,0.3644620423878386,0.6641359925270081
,417,True,0.6724762945898066,0.6910496950149536
,232,True,0.5263944340969566,0.6571946144104004
,246,True,0.5358494090940012,0.6884006261825562
,139,True,0.5642570217358049,0.6589346528053284
,261,True,0.5655499946353857,0.7078642845153809
,276,True,0.6003043923334402,0.7009078860282898
,225,True,0.5272617460094,0.6654059290885925
,376,True,0.565880617523091,0.7324091196060181
,123,True,0.5284626067091909,0.6835314035415649
,202,True,0.5046949867154308,0.726949155330658
,220,True,0.5281232307249151,0.6744519472122192
,268,True,0.635496585955222,0.7243251204490662
,194,True,0.6489103841941406,0.7091396450996399
,308,True,0.4791867460472014,0.7081743478775024
,274,True,0.5057289523020203,0.6996727585792542
,55,False,0.4320785716272425,0.6318385004997253
